Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2012-07-20 00:00:00-04:00,18.383333206176758,20.690000534057617,17.700000762939453,17.709999084472656,21048300,0.0,0.0,RCPY
2012-07-23 00:00:00-04:00,17.53333282470703,18.0,17.03333282470703,17.170000076293945,2365200,0.0,0.0,RCPY
2012-07-24 00:00:00-04:00,17.333332061767578,18.666667938232422,17.17333221435547,18.5,2150400,0.0,0.0,RCPY
2012-07-25 00:00:00-04:00,18.833332061767578,19.666667938232422,18.433332443237305,19.649999618530273,1799100,0.0,0.0,RCPY
2012-07-26 00:00:00-04:00,19.926666259765625,20.616666793823242,19.360000610351562,19.959999084472656,1283400,0.0,0.0,RCPY
2012-07-27 00:00:00-04:00,20.293333053588867,20.293333053588867,19.0,19.0,460200,0.0,0.0,RCPY
2012-07-30 00:00:00-04:00,18.953332901000977,18.953332901000977,17.97333335876465,18.333332061767578,829200,0.0,0.0,RCPY
2012-07-31 00:00:00-04:00,18.333332061767578,19.046667098999023,17.40333366394043,19.046667098999023,856200,0.0,0.0,RCPY
2012-08-01 00:00:00-04:00,19.573333740234375,19.573333740234375,18.3799991607666,18.726667404174805,332700,0.0,0.0,RCPY
2012-08-02 00:00:00-04:00,18.559999465942383,20.0,17.75666618347168,18.366666793823242,498000,0.0,0.0,RCPY
2012-08-03 00:00:00-04:00,18.883333206176758,18.96666717529297,18.083332061767578,18.26333236694336,872700,0.0,0.0,RCPY
2012-08-06 00:00:00-04:00,18.566667556762695,18.639999389648438,17.893333435058594,18.260000228881836,468900,0.0,0.0,RCPY
2012-08-07 00:00:00-04:00,18.333332061767578,19.14666748046875,18.17333221435547,18.933332443237305,1097400,0.0,0.0,RCPY
2012-08-08 00:00:00-04:00,18.733333587646484,20.333332061767578,18.623332977294922,20.309999465942383,1511700,0.0,0.0,RCPY
2012-08-09 00:00:00-04:00,20.333332061767578,20.81999969482422,19.953332901000977,20.44333267211914,878100,0.0,0.0,RCPY
2012-08-10 00:00:00-04:00,20.333332061767578,21.323333740234375,20.163333892822266,20.440000534057617,855300,0.0,0.0,RCPY
2012-08-13 00:00:00-04:00,20.366666793823242,21.02666664123535,20.0,20.906667709350586,666000,0.0,0.0,RCPY
2012-08-14 00:00:00-04:00,21.376667022705078,21.453332901000977,19.77666664123535,19.933332443237305,1421100,0.0,0.0,RCPY
2012-08-15 00:00:00-04:00,19.866666793823242,20.96666717529297,19.233333587646484,20.90999984741211,761400,0.0,0.0,RCPY
2012-08-16 00:00:00-04:00,21.166667938232422,22.303333282470703,20.623332977294922,22.166667938232422,1115400,0.0,0.0,RCPY
2012-08-17 00:00:00-04:00,22.366666793823242,22.833332061767578,21.613332748413086,22.43000030517578,1153800,0.0,0.0,RCPY
2012-08-20 00:00:00-04:00,22.260000228881836,22.383333206176758,21.656667709350586,21.823333740234375,810000,0.0,0.0,RCPY
2012-08-21 00:00:00-04:00,21.82666778564453,22.143333435058594,21.093332290649414,21.440000534057617,742800,0.0,0.0,RCPY
2012-08-22 00:00:00-04:00,21.68666648864746,21.72333335876465,21.040000915527344,21.083332061767578,373800,0.0,0.0,RCPY
2012-08-23 00:00:00-04:00,21.066667556762695,21.626667022705078,20.833332061767578,21.3799991607666,645900,0.0,0.0,RCPY
2012-08-24 00:00:00-04:00,21.149999618530273,21.92333221435547,21.083332061767578,21.59000015258789,608700,0.0,0.0,RCPY
2012-08-27 00:00:00-04:00,21.683332443237305,21.946666717529297,20.873332977294922,21.229999542236328,531000,0.0,0.0,RCPY
2012-08-28 00:00:00-04:00,21.233333587646484,21.469999313354492,20.969999313354492,21.299999237060547,312600,0.0,0.0,RCPY
2012-08-29 00:00:00-04:00,21.406667709350586,21.700000762939453,21.03333282470703,21.57666778564453,486000,0.0,0.0,RCPY
2012-08-30 00:00:00-04:00,21.56999969482422,22.22333335876465,21.09000015258789,21.143333435058594,689700,0.0,0.0,RCPY
2012-08-31 00:00:00-04:00,21.49333381652832,21.52666664123535,21.03333282470703,21.459999084472656,276900,0.0,0.0,RCPY
2012-09-04 00:00:00-04:00,21.766666412353516,23.426666259765625,21.299999237060547,23.40333366394043,2303400,0.0,0.0,RCPY
2012-09-05 00:00:00-04:00,24.203332901000977,24.203332901000977,23.040000915527344,23.333332061767578,1419000,0.0,0.0,RCPY
2012-09-06 00:00:00-04:00,23.56999969482422,24.0,23.459999084472656,23.803333282470703,674400,0.0,0.0,RCPY
2012-09-07 00:00:00-04:00,24.053333282470703,24.073333740234375,23.1200008392334,23.579999923706055,1769700,0.0,0.0,RCPY
2012-09-10 00:00:00-04:00,23.836666107177734,24.200000762939453,23.709999084472656,23.916667938232422,4154700,0.0,0.0,RCPY
2012-09-11 00:00:00-04:00,22.25,23.246667861938477,21.44333267211914,22.200000762939453,9077400,0.0,0.0,RCPY
2012-09-12 00:00:00-04:00,22.559999465942383,22.75,21.583332061767578,21.6200008392334,2067300,0.0,0.0,RCPY
2012-09-13 00:00:00-04:00,21.583332061767578,22.74333381652832,21.583332061767578,22.65999984741211,2302500,0.0,0.0,RCPY
2012-09-14 00:00:00-04:00,22.863332748413086,22.989999771118164,22.293333053588867,22.329999923706055,1274100,0.0,0.0,RCPY
2012-09-17 00:00:00-04:00,22.239999771118164,22.65999984741211,22.19333267211914,22.636667251586914,445200,0.0,0.0,RCPY
2012-09-18 00:00:00-04:00,22.336666107177734,23.44333267211914,22.336666107177734,23.059999465942383,1297500,0.0,0.0,RCPY
2012-09-19 00:00:00-04:00,22.98666763305664,22.99333381652832,22.5,22.666667938232422,1174500,0.0,0.0,RCPY
2012-09-20 00:00:00-04:00,22.229999542236328,22.469999313354492,21.546667098999023,21.683332443237305,775500,0.0,0.0,RCPY
2012-09-21 00:00:00-04:00,21.816667556762695,21.833332061767578,20.746667861938477,21.34000015258789,1576200,0.0,0.0,RCPY
2012-09-24 00:00:00-04:00,21.32666778564453,21.616666793823242,20.803333282470703,21.553333282470703,914100,0.0,0.0,RCPY
2012-09-25 00:00:00-04:00,21.799999237060547,22.183332443237305,21.3799991607666,21.389999389648438,1135800,0.0,0.0,RCPY
2012-09-26 00:00:00-04:00,21.323333740234375,21.323333740234375,20.850000381469727,21.083332061767578,1178100,0.0,0.0,RCPY
2012-09-27 00:00:00-04:00,21.333332061767578,21.74333381652832,21.123332977294922,21.690000534057617,1128300,0.0,0.0,RCPY
2012-09-28 00:00:00-04:00,21.666667938232422,21.770000457763672,20.42333221435547,20.523332595825195,3195000,0.0,0.0,RCPY
2012-10-01 00:00:00-04:00,20.536666870117188,21.06333351135254,20.079999923706055,20.200000762939453,1191600,0.0,0.0,RCPY
2012-10-02 00:00:00-04:00,20.549999237060547,20.799999237060547,19.99333381652832,20.666667938232422,1106700,0.0,0.0,RCPY
2012-10-03 00:00:00-04:00,20.950000762939453,22.073333740234375,20.71666717529297,21.953332901000977,2493300,0.0,0.0,RCPY
2012-10-04 00:00:00-04:00,21.940000534057617,21.989999771118164,21.516666412353516,21.920000076293945,528900,0.0,0.0,RCPY
2012-10-05 00:00:00-04:00,21.75,21.873332977294922,20.293333053588867,20.666667938232422,2291700,0.0,0.0,RCPY
2012-10-08 00:00:00-04:00,20.786666870117188,20.946666717529297,20.483333587646484,20.690000534057617,591000,0.0,0.0,RCPY
2012-10-09 00:00:00-04:00,20.389999389648438,20.963333129882812,20.32666778564453,20.65333366394043,741000,0.0,0.0,RCPY
2012-10-10 00:00:00-04:00,20.53333282470703,21.166667938232422,20.46666717529297,20.479999542236328,1637700,0.0,0.0,RCPY
2012-10-11 00:00:00-04:00,20.68666648864746,20.81999969482422,20.25,20.31999969482422,887400,0.0,0.0,RCPY
2012-10-12 00:00:00-04:00,20.833332061767578,21.049999237060547,20.360000610351562,20.98666763305664,961200,0.0,0.0,RCPY
2012-10-15 00:00:00-04:00,21.036666870117188,21.933332443237305,20.97333335876465,21.850000381469727,885000,0.0,0.0,RCPY
2012-10-16 00:00:00-04:00,21.963333129882812,21.98666763305664,21.433332443237305,21.856666564941406,782700,0.0,0.0,RCPY
2012-10-17 00:00:00-04:00,21.74333381652832,22.333332061767578,21.503332138061523,21.833332061767578,2236800,0.0,0.0,RCPY
2012-10-18 00:00:00-04:00,21.360000610351562,21.360000610351562,20.56333351135254,20.633333206176758,12212400,0.0,0.0,RCPY
2012-10-19 00:00:00-04:00,20.613332748413086,20.93000030517578,19.666667938232422,20.00666618347168,2582400,0.0,0.0,RCPY
2012-10-22 00:00:00-04:00,20.040000915527344,20.366666793823242,20.0,20.0,1547100,0.0,0.0,RCPY
